Date Time (GMT+2);NPS Latvia;NPS Lithuania;NPS Finland;NPS Estonia
01.01.2022 00:00;57.98;57.98;29.76;57.98
01.01.2022 01:00;50.05;50.05;46.6;50.05
01.01.2022 02:00;41.33;41.33;41.33;41.33
01.01.2022 03:00;42.18;42.18;42.18;42.18
01.01.2022 04:00;44.37;44.37;44.37;44.37
01.01.2022 05:00;37.67;37.67;37.67;37.67
01.01.2022 06:00;39.7;39.7;39.7;39.7
01.01.2022 07:00;40.59;40.59;40.59;40.59
01.01.2022 08:00;43.26;43.26;43.26;43.26
01.01.2022 09:00;49.66;49.66;49.66;49.66
01.01.2022 10:00;70.05;70.05;65.48;70.05
01.01.2022 11:00;76.79;76.79;76.53;76.79
01.01.2022 12:00;84.1;84.1;83.63;84.1
01.01.2022 13:00;94.74;94.74;94.74;94.74
01.01.2022 14:00;96.8;96.8;94.02;96.8
01.01.2022 15:00;97.17;97.17;97.17;97.17
01.01.2022 16:00;101.27;101.27;101.27;101.27
01.01.2022 17:00;126.6;126.6;126.6;126.6
01.01.2022 18:00;149.97;149.97;149.97;149.97
01.01.2022 19:00;146.33;146.33;146.33;146.33
01.01.2022 20:00;140.28;140.28;140.28;140.28
01.01.2022 21:00;121.88;121.88;121.88;121.88
01.01.2022 22:00;102.61;102.61;102.61;102.61
01.01.2022 23:00;97.46;97.46;97.46;97.46
02.01.2022 00:00;85.16;85.16;85.16;85.16
02.01.2022 01:00;57.08;57.08;57.08;57.08
02.01.2022 02:00;55.09;55.09;55.09;55.09
02.01.2022 03:00;52.82;52.82;52.82;52.82
02.01.2022 04:00;34.94;34.94;34.94;34.94
02.01.2022 05:00;29.56;29.56;29.56;29.56
02.01.2022 06:00;53.01;53.01;53.01;53.01
02.01.2022 07:00;34.52;34.52;34.52;34.52
02.01.2022 08:00;41.8;41.8;41.8;41.8
02.01.2022 09:00;48.95;48.95;48.95;48.95
02.01.2022 10:00;60.01;60.01;60.01;60.01
02.01.2022 11:00;70.09;70.09;70.09;70.09
02.01.2022 12:00;66.26;66.26;66.26;66.26
02.01.2022 13:00;64.54;64.54;64.54;64.54
02.01.2022 14:00;46.96;46.96;46.96;46.96
02.01.2022 15:00;65.19;65.19;65.19;65.19
02.01.2022 16:00;81.09;81.09;74.99;81.09
02.01.2022 17:00;88.46;88.46;88.15;88.46
02.01.2022 18:00;95.4;95.4;95.4;95.4
02.01.2022 19:00;86.71;86.71;86.71;86.71
02.01.2022 20:00;71.72;71.72;71.27;71.72
02.01.2022 21:00;56.73;56.73;54.12;56.73
02.01.2022 22:00;46.16;46.16;46.16;46.16
02.01.2022 23:00;46.29;46.29;46.29;46.29
03.01.2022 00:00;32.93;32.93;32.93;32.93
03.01.2022 01:00;20.89;20.89;20.89;20.89
03.01.2022 02:00;19.92;19.92;19.92;19.92
03.01.2022 03:00;19.87;19.87;19.87;19.87
03.01.2022 04:00;19.82;19.82;19.82;19.82
03.01.2022 05:00;20.26;20.26;20.26;20.26
03.01.2022 06:00;29.35;29.35;29.35;29.35
03.01.2022 07:00;80;80;80;80
03.01.2022 08:00;106.87;106.87;106.87;106.87
03.01.2022 09:00;131.47;131.47;122.93;131.47
03.01.2022 10:00;135.53;135.53;110.17;135.53
03.01.2022 11:00;107.46;107.46;101.99;107.46
03.01.2022 12:00;110.08;110.08;102.38;110.08
03.01.2022 13:00;119.78;119.78;106.06;119.78
03.01.2022 14:00;117;117;110.07;117
03.01.2022 15:00;111.57;111.57;101.97;111.57
03.01.2022 16:00;111.39;111.39;98.05;111.39
03.01.2022 17:00;124.51;124.51;120.55;124.51
03.01.2022 18:00;148.49;148.49;139.57;148.49
03.01.2022 19:00;138;138;134.69;138
03.01.2022 20:00;117.64;117.64;114.82;117.64
03.01.2022 21:00;117.71;117.71;92.91;117.71
03.01.2022 22:00;95.95;95.95;72.39;95.95
03.01.2022 23:00;105.68;105.68;49.3;105.68
04.01.2022 00:00;95.26;95.26;34.4;95.26
04.01.2022 01:00;103.7;103.7;39.99;103.7
04.01.2022 02:00;104.14;104.14;37.14;104.14
04.01.2022 03:00;102.59;102.59;36.66;102.59
04.01.2022 04:00;100.49;100.49;38.64;100.49
04.01.2022 05:00;102.71;102.71;41.02;102.71
04.01.2022 06:00;93.97;93.97;93.97;93.97
04.01.2022 07:00;130.08;130.08;122.39;130.08
04.01.2022 08:00;182.64;182.64;154.93;182.64
04.01.2022 09:00;174.61;174.61;167.88;174.61
04.01.2022 10:00;183.6;185.44;166.65;183.6
04.01.2022 11:00;183.65;185.32;167.29;183.65
04.01.2022 12:00;164.62;178.04;164.62;164.62
04.01.2022 13:00;178.08;178.08;159.98;178.08
04.01.2022 14:00;175.28;175.28;155.69;175.28
04.01.2022 15:00;174.7;174.7;155.16;174.7
04.01.2022 16:00;180.93;180.93;158.45;180.93
04.01.2022 17:00;166.69;166.69;161.35;166.69
04.01.2022 18:00;183.69;185.32;167.76;183.69
04.01.2022 19:00;180.5;180.5;164.46;180.5
04.01.2022 20:00;153.88;153.88;153.88;153.88
04.01.2022 21:00;146.81;146.81;146.81;146.81
04.01.2022 22:00;128.75;128.75;128.75;128.75
04.01.2022 23:00;112.96;112.96;112.96;112.96
05.01.2022 00:00;84.11;84.11;84.11;84.11
05.01.2022 01:00;105.31;105.31;93.87;105.31
05.01.2022 02:00;97.29;97.29;85.3;97.29
05.01.2022 03:00;84.5;84.5;84.5;84.5
05.01.2022 04:00;75.38;75.38;75.38;75.38
05.01.2022 05:00;79.11;79.11;79.11;79.11
05.01.2022 06:00;94.79;94.79;94.79;94.79
05.01.2022 07:00;121.92;121.92;121.92;121.92
05.01.2022 08:00;139.9;139.9;139.9;139.9
05.01.2022 09:00;147.74;147.74;147.74;147.74
05.01.2022 10:00;141.47;141.47;141.47;141.47
05.01.2022 11:00;135.97;135.97;135.97;135.97
05.01.2022 12:00;129.99;129.99;129.99;129.99
05.01.2022 13:00;150.31;150.31;150.31;150.31
05.01.2022 14:00;134.71;134.71;134.71;134.71
05.01.2022 15:00;149.92;149.92;149.92;149.92
05.01.2022 16:00;160.01;160.01;160.01;160.01
05.01.2022 17:00;137.28;137.28;137.28;137.28
05.01.2022 18:00;148.09;148.09;148.09;148.09
05.01.2022 19:00;139.88;139.88;139.88;139.88
05.01.2022 20:00;135.75;135.75;135.75;135.75
05.01.2022 21:00;119.93;119.93;119.93;119.93
05.01.2022 22:00;98.09;98.09;98.09;98.09
05.01.2022 23:00;118.71;118.71;118.71;118.71
06.01.2022 00:00;97.29;97.29;97.29;97.29
06.01.2022 01:00;98.46;98.46;93.29;98.46
06.01.2022 02:00;92.92;92.92;80.77;92.92
06.01.2022 03:00;90.99;90.99;78.08;90.99
06.01.2022 04:00;88.94;88.94;81.97;88.94
06.01.2022 05:00;89.31;89.31;89.31;89.31
06.01.2022 06:00;89.75;89.75;89.75;89.75
06.01.2022 07:00;97.06;97.06;97.06;97.06
06.01.2022 08:00;110.87;110.87;110.87;110.87
06.01.2022 09:00;136.88;136.88;136.88;136.88
06.01.2022 10:00;205.87;205.87;205.87;205.87
06.01.2022 11:00;209.25;209.25;209.25;209.25
06.01.2022 12:00;224.71;224.71;224.71;224.71
06.01.2022 13:00;218.99;218.99;218.99;218.99
06.01.2022 14:00;202.71;202.71;202.71;202.71
06.01.2022 15:00;209.36;209.36;209.36;209.36
06.01.2022 16:00;225.23;225.23;225.23;225.23
06.01.2022 17:00;245.95;245.95;245.95;245.95
06.01.2022 18:00;264.74;274.11;264.74;264.74
06.01.2022 19:00;270.07;272.89;270.07;270.07
06.01.2022 20:00;220.32;239.59;220.32;220.32
06.01.2022 21:00;217.91;217.91;217.91;217.91
06.01.2022 22:00;203.31;203.31;203.31;203.31
06.01.2022 23:00;171.31;171.31;171.31;171.31
07.01.2022 00:00;124.7;124.7;124.7;124.7
07.01.2022 01:00;128.92;128.92;128.92;128.92
07.01.2022 02:00;116.65;116.65;116.65;116.65
07.01.2022 03:00;100.54;100.54;100.54;100.54
07.01.2022 04:00;99.47;99.47;99.47;99.47
07.01.2022 05:00;101.74;101.74;101.74;101.74
07.01.2022 06:00;114.99;114.99;114.99;114.99
07.01.2022 07:00;140.19;140.19;140.19;140.19
07.01.2022 08:00;170.53;170.53;170.53;170.53
07.01.2022 09:00;175.66;175.66;175.66;175.66
07.01.2022 10:00;161.85;161.85;161.85;161.85
07.01.2022 11:00;161.37;161.37;161.37;161.37
07.01.2022 12:00;166.06;166.06;166.06;166.06
07.01.2022 13:00;166.54;166.54;166.54;166.54
07.01.2022 14:00;166.04;166.04;166.04;166.04
07.01.2022 15:00;169.43;169.43;169.43;169.43
07.01.2022 16:00;189.7;189.7;189.7;189.7
07.01.2022 17:00;201.97;201.97;201.97;201.97
07.01.2022 18:00;243.11;243.11;243.11;243.11
07.01.2022 19:00;247.72;247.72;247.72;247.72
07.01.2022 20:00;200.89;200.89;200.89;200.89
07.01.2022 21:00;224.33;224.33;224.33;224.33
07.01.2022 22:00;213.81;213.81;213.81;213.81
07.01.2022 23:00;185.94;185.94;185.94;185.94
08.01.2022 00:00;144.76;144.76;144.76;144.76
08.01.2022 01:00;160.71;160.71;160.71;160.71
08.01.2022 02:00;146.08;146.08;146.08;146.08
08.01.2022 03:00;144.64;144.64;144.64;144.64
08.01.2022 04:00;146.9;146.9;146.9;146.9
08.01.2022 05:00;150.07;150.07;150.07;150.07
08.01.2022 06:00;154.3;154.3;154.3;154.3
08.01.2022 07:00;166;166;166;166
08.01.2022 08:00;182.91;182.91;182.91;182.91
08.01.2022 09:00;182.03;182.03;182.03;182.03
08.01.2022 10:00;181.02;181.02;181.02;181.02
08.01.2022 11:00;170.04;170.04;170.04;170.04
08.01.2022 12:00;158.5;158.5;158.5;158.5
08.01.2022 13:00;158.79;158.79;158.79;158.79
08.01.2022 14:00;156.07;156.07;156.07;156.07
08.01.2022 15:00;156.18;156.18;156.18;156.18
08.01.2022 16:00;173.88;173.88;173.88;173.88
08.01.2022 17:00;182.94;182.94;182.94;182.94
08.01.2022 18:00;189.9;189.9;189.9;189.9
08.01.2022 19:00;182.94;182.94;182.94;182.94
08.01.2022 20:00;149.96;149.96;149.96;149.96
08.01.2022 21:00;145.06;145.06;145.06;145.06
08.01.2022 22:00;160.04;160.04;160.04;160.04
08.01.2022 23:00;126.06;126.06;126.06;126.06
09.01.2022 00:00;114.11;114.11;114.11;114.11
09.01.2022 01:00;85.03;85.03;85.03;85.03
09.01.2022 02:00;84.4;84.4;84.4;84.4
09.01.2022 03:00;82.74;82.74;82.74;82.74
09.01.2022 04:00;84.5;84.5;84.5;84.5
09.01.2022 05:00;110.19;110.19;110.19;110.19
09.01.2022 06:00;120.02;120.02;120.02;120.02
09.01.2022 07:00;120;120;120;120
09.01.2022 08:00;119.92;119.92;119.92;119.92
09.01.2022 09:00;97.26;97.26;97.26;97.26
09.01.2022 10:00;119.97;119.97;119.97;119.97
09.01.2022 11:00;134.96;134.96;134.96;134.96
09.01.2022 12:00;149.4;149.4;149.4;149.4
09.01.2022 13:00;165.13;165.13;165.13;165.13
09.01.2022 14:00;165.06;165.06;165.06;165.06
09.01.2022 15:00;170.09;170.09;170.09;170.09
09.01.2022 16:00;182.91;182.91;182.91;182.91
09.01.2022 17:00;190.96;190.96;190.96;190.96
09.01.2022 18:00;223.3;223.3;223.3;223.3
09.01.2022 19:00;243.19;243.19;243.19;243.19
09.01.2022 20:00;209.65;209.65;209.65;209.65
09.01.2022 21:00;155.07;155.07;155.07;155.07
09.01.2022 22:00;171.18;171.18;171.18;171.18
09.01.2022 23:00;170.03;170.03;170.03;170.03
10.01.2022 00:00;144.79;144.79;144.79;144.79
10.01.2022 01:00;144.28;144.28;144.28;144.28
10.01.2022 02:00;138.09;138.09;138.09;138.09
10.01.2022 03:00;133.81;133.81;133.81;133.81
10.01.2022 04:00;136.44;136.44;136.44;136.44
10.01.2022 05:00;142.99;142.99;142.99;142.99
10.01.2022 06:00;182.94;182.94;182.94;182.94
10.01.2022 07:00;248.5;248.5;248.5;248.5
10.01.2022 08:00;299.95;299.95;299.95;299.95
10.01.2022 09:00;313.92;313.92;313.92;313.92
10.01.2022 10:00;315;315;315;315
10.01.2022 11:00;310.41;310.41;310.41;310.41
10.01.2022 12:00;310.08;310.08;310.08;310.08
10.01.2022 13:00;300;300;300;300
10.01.2022 14:00;297.01;297.01;297.01;297.01
10.01.2022 15:00;299.96;299.96;299.96;299.96
10.01.2022 16:00;306.45;306.45;306.45;306.45
10.01.2022 17:00;302.73;302.73;302.73;302.73
10.01.2022 18:00;315.47;315.47;315.47;315.47
10.01.2022 19:00;310.82;310.82;310.82;310.82
10.01.2022 20:00;294.98;294.98;294.98;294.98
10.01.2022 21:00;261.03;261.03;261.03;261.03
10.01.2022 22:00;242.23;242.23;242.23;242.23
10.01.2022 23:00;211.83;211.83;211.83;211.83
11.01.2022 00:00;150.09;150.09;150.09;150.09
11.01.2022 01:00;206.11;206.11;147.5;147.5
11.01.2022 02:00;198.87;198.87;143.76;143.76
11.01.2022 03:00;197.24;197.24;140.21;140.21
11.01.2022 04:00;193;193;139.97;139.97
11.01.2022 05:00;194.9;194.9;141.56;141.56
11.01.2022 06:00;200.01;200.01;147.1;200.01
11.01.2022 07:00;221.44;231.44;151.89;221.44
11.01.2022 08:00;221.47;291.51;201.93;221.47
11.01.2022 09:00;221.47;300.02;213.06;221.47
11.01.2022 10:00;221.47;297.16;196.21;221.47
11.01.2022 11:00;221.44;275.67;198.24;221.44
11.01.2022 12:00;216.98;264.4;191.02;216.98
11.01.2022 13:00;221.43;252.59;158.36;221.43
11.01.2022 14:00;221.43;248.38;157.6;221.43
11.01.2022 15:00;221.33;255.01;157.67;221.33
11.01.2022 16:00;221.41;277.9;158.56;221.41
11.01.2022 17:00;221.43;282.98;161.11;221.43
11.01.2022 18:00;221.48;308.81;173.63;221.48
11.01.2022 19:00;221.45;308.32;168.02;221.45
11.01.2022 20:00;221.41;309.2;157.99;221.41
11.01.2022 21:00;216.99;216.99;153.78;216.99
11.01.2022 22:00;216.98;216.98;153.63;153.63
11.01.2022 23:00;200.07;200.07;150.56;150.56
12.01.2022 00:00;149.7;149.7;143.07;143.07
12.01.2022 01:00;147.62;147.62;24.62;147.62
12.01.2022 02:00;183.98;183.98;24.26;183.98
12.01.2022 03:00;183.06;183.06;24.99;183.06
12.01.2022 04:00;164.2;164.2;23.47;140.07
12.01.2022 05:00;178.33;178.33;30.71;178.33
12.01.2022 06:00;193.5;193.5;99.97;193.5
12.01.2022 07:00;208.1;213.87;119.59;208.1
12.01.2022 08:00;212.25;266.63;146.56;212.25
12.01.2022 09:00;212.27;292.9;148.6;212.27
12.01.2022 10:00;212.26;285.71;119.91;212.26
12.01.2022 11:00;212.23;268.88;119.91;212.23
12.01.2022 12:00;211.99;252.44;119.93;211.99
12.01.2022 13:00;212.21;212.21;119.96;212.21
12.01.2022 14:00;208.09;208.09;109.92;208.09
12.01.2022 15:00;208.09;208.09;103.11;208.09
12.01.2022 16:00;212.24;240.01;103.18;212.24
12.01.2022 17:00;212.24;255;111.59;212.24
12.01.2022 18:00;212.25;255.01;104.66;212.25
12.01.2022 19:00;208.08;208.08;110;110.46
12.01.2022 20:00;208.02;208.02;82.31;87.04
12.01.2022 21:00;199.42;199.42;21.01;199.42
12.01.2022 22:00;191.5;191.5;20.14;191.5
12.01.2022 23:00;129.93;129.93;18.12;129.93
13.01.2022 00:00;87.07;87.07;13.62;87.07
13.01.2022 01:00;119.13;119.13;13.09;117.96
13.01.2022 02:00;101.04;101.04;11.4;101.04
13.01.2022 03:00;94.3;94.3;10.57;94.3
13.01.2022 04:00;93.64;93.64;10.47;93.64
13.01.2022 05:00;92.58;92.58;10.86;92.58
13.01.2022 06:00;101.05;101.05;13.23;101.05
13.01.2022 07:00;192.03;192.03;20.62;192.03
13.01.2022 08:00;215.24;215.24;21.01;215.24
13.01.2022 09:00;196.88;196.88;25.63;196.88
13.01.2022 10:00;196.88;196.88;25.62;196.88
13.01.2022 11:00;180.08;180.08;25.61;180.08
13.01.2022 12:00;170.16;170.16;24.22;170.16
13.01.2022 13:00;152.53;152.53;21.41;152.53
13.01.2022 14:00;134.13;134.13;18.22;134.13
13.01.2022 15:00;171.01;171.01;17.68;171.01
13.01.2022 16:00;196.82;196.82;18.82;196.82
13.01.2022 17:00;196.85;196.85;19.66;196.85
13.01.2022 18:00;175.09;175.09;36.3;175.09
13.01.2022 19:00;196.82;196.82;23.66;196.82
13.01.2022 20:00;196.84;196.84;19.82;196.84
13.01.2022 21:00;175.01;175.01;18.06;175.01
13.01.2022 22:00;132.16;132.16;17.94;132.16
13.01.2022 23:00;110.4;110.4;14.92;110.4
14.01.2022 00:00;97.08;97.08;11.49;97.08
14.01.2022 01:00;89.6;89.6;14.93;89.6
14.01.2022 02:00;12.56;12.56;12.56;12.56
14.01.2022 03:00;30.26;30.26;11.4;30.26
14.01.2022 04:00;11.42;11.42;11.42;11.42
14.01.2022 05:00;13.18;13.18;13.18;13.18
14.01.2022 06:00;88.22;88.22;49.9;88.22
14.01.2022 07:00;88.43;88.43;66.87;88.43
14.01.2022 08:00;106.89;106.89;90.22;106.89
14.01.2022 09:00;155.01;155.01;71.64;155.01
14.01.2022 10:00;189.31;189.31;68.73;189.31
14.01.2022 11:00;162.92;162.92;75.21;162.92
14.01.2022 12:00;112.12;112.12;76.85;112.12
14.01.2022 13:00;114.34;114.34;68.38;114.34
14.01.2022 14:00;89.66;89.66;52.07;89.66
14.01.2022 15:00;106.9;106.9;52.09;106.9
14.01.2022 16:00;179.66;179.66;70;179.66
14.01.2022 17:00;133.69;133.69;133.69;133.69
14.01.2022 18:00;141.68;141.68;141.68;141.68
14.01.2022 19:00;140.8;140.8;140.8;140.8
14.01.2022 20:00;121.58;121.58;70.02;121.58
14.01.2022 21:00;121.57;121.57;45.45;121.57
14.01.2022 22:00;44.21;44.21;44.21;44.21
14.01.2022 23:00;60.08;60.08;49.94;60.08
15.01.2022 00:00;80;80;20.47;80
15.01.2022 01:00;17.27;17.27;17.27;17.27
15.01.2022 02:00;93;93;16.79;93
15.01.2022 03:00;93.99;93.99;16.74;93.99
15.01.2022 04:00;92.98;92.98;17.35;92.98
15.01.2022 05:00;90.14;90.14;18.6;90.14
15.01.2022 06:00;50.07;50.07;24.33;50.07
15.01.2022 07:00;80.1;80.1;39.23;80.1
15.01.2022 08:00;134.02;134.02;54.88;134.02
15.01.2022 09:00;150.03;150.03;63.19;150.03
15.01.2022 10:00;200.07;200.07;69.31;200.07
15.01.2022 11:00;203.52;203.52;69.53;203.52
15.01.2022 12:00;202.3;202.3;74.34;202.3
15.01.2022 13:00;157.91;157.91;80.6;157.91
15.01.2022 14:00;153.04;153.04;95;153.04
15.01.2022 15:00;150.5;150.5;149.94;150.5
15.01.2022 16:00;179.91;179.91;179.91;179.91
15.01.2022 17:00;220.89;220.89;220.89;220.89
15.01.2022 18:00;253.76;253.76;253.76;253.76
15.01.2022 19:00;209.84;209.84;209.84;209.84
15.01.2022 20:00;153.67;153.67;153.67;153.67
15.01.2022 21:00;144.95;144.95;144.95;144.95
15.01.2022 22:00;157.35;157.35;135.01;157.35
15.01.2022 23:00;176.42;176.42;110.48;176.42
16.01.2022 00:00;118.92;118.92;34.97;118.92
16.01.2022 01:00;110.06;110.06;18.05;110.06
16.01.2022 02:00;90.25;90.25;16.97;90.25
16.01.2022 03:00;87.84;87.84;16.54;87.84
16.01.2022 04:00;88.5;88.5;16;88.5
16.01.2022 05:00;89.39;89.39;16.94;89.39
16.01.2022 06:00;90.2;90.2;17.99;90.2
16.01.2022 07:00;89.58;89.58;17.97;89.58
16.01.2022 08:00;88.27;88.27;18.58;88.27
16.01.2022 09:00;111.44;111.44;16.85;111.44
16.01.2022 10:00;129.46;129.46;17.46;129.46
16.01.2022 11:00;125.99;125.99;17.53;125.99
16.01.2022 12:00;131.83;131.83;16.47;131.83
16.01.2022 13:00;140.03;140.03;16.29;140.03
16.01.2022 14:00;110.28;110.28;17.39;110.28
16.01.2022 15:00;99.54;99.54;17.27;99.54
16.01.2022 16:00;112.19;112.19;17.51;112.19
16.01.2022 17:00;115;115;23.97;115
16.01.2022 18:00;125.42;125.42;30.84;125.42
16.01.2022 19:00;112.4;112.4;23.96;112.4
16.01.2022 20:00;97.49;97.49;19.39;97.49
16.01.2022 21:00;90.14;90.14;17.96;90.14
16.01.2022 22:00;97.09;97.09;18.34;97.09
16.01.2022 23:00;93.85;93.85;17.2;93.85
17.01.2022 00:00;87.2;87.2;13.2;87.2
17.01.2022 01:00;48.95;48.95;48.95;48.95
17.01.2022 02:00;34;34;34;34
17.01.2022 03:00;15.94;15.94;15.94;15.94
17.01.2022 04:00;10.09;10.09;10.09;10.09
17.01.2022 05:00;37.95;37.95;17.94;37.95
17.01.2022 06:00;74.61;74.61;57.5;74.61
17.01.2022 07:00;99.29;99.29;59.85;99.29
17.01.2022 08:00;99.08;99.08;67.58;99.08
17.01.2022 09:00;145.02;145.02;70.48;145.02
17.01.2022 10:00;111.25;111.25;72.15;111.25
17.01.2022 11:00;110.94;110.94;76.83;110.94
17.01.2022 12:00;111.25;111.25;76.47;111.25
17.01.2022 13:00;107.94;107.94;71.54;107.94
17.01.2022 14:00;145;145;88.87;145
17.01.2022 15:00;127.38;127.38;101.17;127.38
17.01.2022 16:00;145.08;145.08;131.59;145.08
17.01.2022 17:00;145.09;145.09;144.87;145.09
17.01.2022 18:00;150.62;150.62;150.62;150.62
17.01.2022 19:00;149.96;149.96;149.96;149.96
17.01.2022 20:00;144.76;144.76;123.2;144.76
17.01.2022 21:00;143.57;143.57;60.72;143.57
17.01.2022 22:00;138.39;138.39;135.08;138.39
17.01.2022 23:00;136.03;136.03;85.09;136.03
18.01.2022 00:00;80.07;80.07;72.73;80.07
18.01.2022 01:00;90.14;90.14;79.82;90.14
18.01.2022 02:00;91.55;91.55;75.9;85.15
18.01.2022 03:00;91.37;91.37;78.9;78.9
18.01.2022 04:00;92.96;92.96;92.96;92.96
18.01.2022 05:00;100.37;100.37;100.37;100.37
18.01.2022 06:00;145.35;145.35;145.35;145.35
18.01.2022 07:00;200.09;200.09;179.99;179.99
18.01.2022 08:00;267.14;267.14;267.14;267.14
18.01.2022 09:00;287.33;287.33;287.33;287.33
18.01.2022 10:00;248.06;248.06;248.06;248.06
18.01.2022 11:00;200.09;200.09;200.09;200.09
18.01.2022 12:00;200.04;200.04;168.37;200.04
18.01.2022 13:00;166.18;166.18;152.9;166.18
18.01.2022 14:00;154.6;154.6;151.18;154.6
18.01.2022 15:00;213.44;213.44;149.54;213.44
18.01.2022 16:00;213.42;213.42;148.94;213.42
18.01.2022 17:00;213.48;213.48;150.26;213.48
18.01.2022 18:00;213.42;213.42;151.09;213.42
18.01.2022 19:00;213.43;213.43;147.91;213.43
18.01.2022 20:00;160.06;160.06;143.77;143.77
18.01.2022 21:00;200.07;200.07;127.43;127.43
18.01.2022 22:00;213.45;213.45;104.96;213.45
18.01.2022 23:00;140.09;140.09;96.13;140.09
19.01.2022 00:00;75.07;75.07;35.27;75.07
19.01.2022 01:00;121.12;121.12;15.27;121.12
19.01.2022 02:00;99.93;99.93;15.94;99.93
19.01.2022 03:00;92.05;92.05;14.85;92.05
19.01.2022 04:00;94.97;94.97;14.7;94.97
19.01.2022 05:00;98.99;98.99;21.67;98.99
19.01.2022 06:00;122.82;122.82;70.76;122.82
19.01.2022 07:00;193.64;193.64;70.35;193.64
19.01.2022 08:00;193.65;193.65;95.55;193.65
19.01.2022 09:00;193.7;193.7;89.56;193.7
19.01.2022 10:00;193.64;193.64;69.28;193.64
19.01.2022 11:00;193.62;193.62;70.04;193.62
19.01.2022 12:00;193.62;193.62;74.25;193.62
19.01.2022 13:00;170.14;170.14;71.6;170.14
19.01.2022 14:00;180.03;180.03;71.54;180.03
19.01.2022 15:00;181.38;181.38;78.2;181.38
19.01.2022 16:00;193.61;193.61;86.46;193.61
19.01.2022 17:00;193.66;193.66;92.06;193.66
19.01.2022 18:00;193.63;193.63;93.45;193.63
19.01.2022 19:00;130.02;130.02;130.02;130.02
19.01.2022 20:00;193.62;193.62;61.03;193.62
19.01.2022 21:00;174.07;174.07;19.97;174.07
19.01.2022 22:00;108.2;108.2;64.08;108.2
19.01.2022 23:00;60.09;60.09;60.09;60.09
20.01.2022 00:00;60.1;60.1;51.93;60.1
20.01.2022 01:00;90.05;90.05;13.92;90.05
20.01.2022 02:00;9.28;9.28;9.28;9.28
20.01.2022 03:00;8.89;8.89;8.89;8.89
20.01.2022 04:00;8.92;8.92;8.92;8.92
20.01.2022 05:00;77.38;77.38;14.1;77.38
20.01.2022 06:00;101.23;101.23;95.13;101.23
20.01.2022 07:00;104.31;104.31;104.31;104.31
20.01.2022 08:00;116.76;116.76;104.62;116.76
20.01.2022 09:00;121.54;121.54;91.78;121.54
20.01.2022 10:00;130.27;130.27;85.97;130.27
20.01.2022 11:00;129.17;129.17;94.16;129.17
20.01.2022 12:00;121.36;121.36;95.82;121.36
20.01.2022 13:00;133.56;133.56;107.37;133.56
20.01.2022 14:00;134.85;134.85;100.04;134.85
20.01.2022 15:00;121.58;121.58;93.17;121.58
20.01.2022 16:00;113.79;113.79;93.65;113.79
20.01.2022 17:00;113.3;113.3;113.3;113.3
20.01.2022 18:00;134.82;134.82;134.82;134.82
20.01.2022 19:00;132.26;132.26;132.26;132.26
20.01.2022 20:00;113.28;113.28;113.28;113.28
20.01.2022 21:00;99.37;99.37;99.37;99.37
20.01.2022 22:00;92.41;92.41;92.41;92.41
20.01.2022 23:00;87.77;87.77;74.9;87.77
21.01.2022 00:00;75.03;75.03;45.62;75.03
21.01.2022 01:00;77.39;77.39;15.14;77.39
21.01.2022 02:00;75.6;75.6;15.04;75.6
21.01.2022 03:00;75.11;75.11;15.05;75.11
21.01.2022 04:00;75.14;75.14;15.16;75.14
21.01.2022 05:00;88.57;88.57;15.47;88.57
21.01.2022 06:00;82.76;82.76;49.96;82.76
21.01.2022 07:00;117.75;117.75;117.75;117.75
21.01.2022 08:00;145.98;145.98;142.9;145.98
21.01.2022 09:00;165;165;140.31;165
21.01.2022 10:00;145.09;145.09;134.95;145.09
21.01.2022 11:00;144.15;144.15;143.56;144.15
21.01.2022 12:00;142.68;142.68;138.43;142.68
21.01.2022 13:00;141.36;141.36;135.83;141.36
21.01.2022 14:00;144.47;144.47;137.08;144.47
21.01.2022 15:00;142.72;142.72;142.72;142.72
21.01.2022 16:00;143.76;143.76;143.76;143.76
21.01.2022 17:00;145.69;145.69;145.69;145.69
21.01.2022 18:00;157.12;157.12;157.12;157.12
21.01.2022 19:00;154.52;154.52;154.52;154.52
21.01.2022 20:00;142.31;142.31;142.31;142.31
21.01.2022 21:00;136.78;136.78;136.78;136.78
21.01.2022 22:00;132.25;132.25;132.25;132.25
21.01.2022 23:00;133.59;133.59;133.59;133.59
22.01.2022 00:00;120.01;120.01;120.01;120.01
22.01.2022 01:00;123.58;123.58;123.58;123.58
22.01.2022 02:00;120.3;120.3;120.3;120.3
22.01.2022 03:00;119.99;119.99;119.99;119.99
22.01.2022 04:00;121.8;121.8;121.8;121.8
22.01.2022 05:00;123.57;123.57;123.57;123.57
22.01.2022 06:00;123.68;123.68;123.68;123.68
22.01.2022 07:00;120;120;120;120
22.01.2022 08:00;148.35;148.35;148.35;148.35
22.01.2022 09:00;181.54;181.54;181.54;181.54
22.01.2022 10:00;202.48;202.48;202.48;202.48
22.01.2022 11:00;206.18;206.18;206.18;206.18
22.01.2022 12:00;204.66;204.66;204.66;204.66
22.01.2022 13:00;196.01;196.01;196.01;196.01
22.01.2022 14:00;184.01;184.01;184.01;184.01
22.01.2022 15:00;185.88;185.88;185.88;185.88
22.01.2022 16:00;191.78;191.78;191.78;191.78
